cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000522,COVID-19 Research Paper 523: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 523. We analyzed data from multiple sources and found significant correlations.,2021-07-26 03:53:30.810810808,"Author3, A.; Researcher3, B.",Lancet,arXiv,pdf_522.json,pmc_522.json
CORD-000523,COVID-19 Research Paper 524: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 524. We analyzed data from multiple sources and found significant correlations.,2021-07-27 06:11:53.513513512,"Author4, A.; Researcher4, B.",NEJM,PubMed,pdf_523.json,
CORD-000524,COVID-19 Research Paper 525: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 525. We analyzed data from multiple sources and found significant correlations.,2021-07-28 08:30:16.216216216,"Author5, A.; Researcher5, B.",NEJM,PMC,pdf_524.json,
CORD-000525,COVID-19 Research Paper 526: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 526. We analyzed data from multiple sources and found significant correlations.,2021-07-29 10:48:38.918918920,"Author6, A.; Researcher1, B.",Science,PubMed,pdf_525.json,pmc_525.json
CORD-000526,COVID-19 Research Paper 527: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 527. We analyzed data from multiple sources and found significant correlations.,2021-07-30 13:07:01.621621624,,Lancet,bioRxiv,pdf_526.json,
CORD-000527,COVID-19 Research Paper 528: A Study on Transmission Patterns,,2021-07-31 15:25:24.324324328,"Author8, A.; Researcher3, B.",NEJM,PMC,pdf_527.json,
CORD-000528,COVID-19 Research Paper 529: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 529. We analyzed data from multiple sources and found significant correlations.,2021-08-01 17:43:47.027027024,"Author9, A.; Researcher4, B.",Nature,PubMed,pdf_528.json,pmc_528.json
CORD-000529,COVID-19 Research Paper 530: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 530. We analyzed data from multiple sources and found significant correlations.,2021-08-02 20:02:09.729729728,"Author10, A.; Researcher5, B.",Nature,PubMed,pdf_529.json,
CORD-000530,COVID-19 Research Paper 531: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 531. We analyzed data from multiple sources and found significant correlations.,2021-08-03 22:20:32.432432432,,BMJ,arXiv,pdf_530.json,
CORD-000531,COVID-19 Research Paper 532: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 532. We analyzed data from multiple sources and found significant correlations.,2021-08-05 00:38:55.135135136,"Author2, A.; Researcher2, B.",Lancet,PubMed,pdf_531.json,pmc_531.json
CORD-000532,COVID-19 Research Paper 533: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 533. We analyzed data from multiple sources and found significant correlations.,2021-08-06 02:57:17.837837840,"Author3, A.; Researcher3, B.",Lancet,PMC,pdf_532.json,
CORD-000533,COVID-19 Research Paper 534: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 534. We analyzed data from multiple sources and found significant correlations.,2021-08-07 05:15:40.540540544,,BMJ,PMC,pdf_533.json,
CORD-000534,COVID-19 Research Paper 535: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 535. We analyzed data from multiple sources and found significant correlations.,2021-08-08 07:34:03.243243240,"Author5, A.; Researcher5, B.",NEJM,arXiv,pdf_534.json,pmc_534.json
CORD-000535,COVID-19 Research Paper 536: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 536. We analyzed data from multiple sources and found significant correlations.,2021-08-09 09:52:25.945945944,"Author6, A.; Researcher1, B.",Lancet,PMC,pdf_535.json,
CORD-000536,COVID-19 Research Paper 537: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 537. We analyzed data from multiple sources and found significant correlations.,2021-08-10 12:10:48.648648648,"Author7, A.; Researcher2, B.",Nature,bioRxiv,pdf_536.json,
CORD-000537,COVID-19 Research Paper 538: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 538. We analyzed data from multiple sources and found significant correlations.,2021-08-11 14:29:11.351351352,"Author8, A.; Researcher3, B.",Nature,PMC,pdf_537.json,pmc_537.json
CORD-000538,COVID-19 Research Paper 539: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 539. We analyzed data from multiple sources and found significant correlations.,2021-08-12 16:47:34.054054056,"Author9, A.; Researcher4, B.",Science,PMC,pdf_538.json,
CORD-000539,COVID-19 Research Paper 540: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 540. We analyzed data from multiple sources and found significant correlations.,2021-08-13 19:05:56.756756760,"Author10, A.; Researcher5, B.",Lancet,PubMed,pdf_539.json,
CORD-000540,COVID-19 Research Paper 541: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 541. We analyzed data from multiple sources and found significant correlations.,2021-08-14 21:24:19.459459456,"Author1, A.; Researcher1, B.",NEJM,PubMed,pdf_540.json,pmc_540.json
CORD-000541,COVID-19 Research Paper 542: A Study on Transmission Patterns,,2021-08-15 23:42:42.162162160,"Author2, A.; Researcher2, B.",BMJ,PMC,pdf_541.json,
CORD-000542,COVID-19 Research Paper 543: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 543. We analyzed data from multiple sources and found significant correlations.,2021-08-17 02:01:04.864864864,"Author3, A.; Researcher3, B.",BMJ,arXiv,pdf_542.json,
CORD-000543,COVID-19 Research Paper 544: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 544. We analyzed data from multiple sources and found significant correlations.,2021-08-18 04:19:27.567567568,"Author4, A.; Researcher4, B.",NEJM,PubMed,pdf_543.json,pmc_543.json
CORD-000544,COVID-19 Research Paper 545: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 545. We analyzed data from multiple sources and found significant correlations.,2021-08-19 06:37:50.270270272,,JAMA,arXiv,pdf_544.json,
CORD-000545,COVID-19 Research Paper 546: A Study on Transmission Patterns,,2021-08-20 08:56:12.972972976,"Author6, A.; Researcher1, B.",Science,PMC,pdf_545.json,
CORD-000546,COVID-19 Research Paper 547: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 547. We analyzed data from multiple sources and found significant correlations.,2021-08-21 11:14:35.675675672,"Author7, A.; Researcher2, B.",BMJ,PMC,pdf_546.json,pmc_546.json
CORD-000547,COVID-19 Research Paper 548: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 548. We analyzed data from multiple sources and found significant correlations.,2021-08-22 13:32:58.378378376,"Author8, A.; Researcher3, B.",Lancet,bioRxiv,pdf_547.json,
CORD-000548,COVID-19 Research Paper 549: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 549. We analyzed data from multiple sources and found significant correlations.,2021-08-23 15:51:21.081081080,"Author9, A.; Researcher4, B.",Science,PubMed,pdf_548.json,
CORD-000549,COVID-19 Research Paper 550: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 550. We analyzed data from multiple sources and found significant correlations.,2021-08-24 18:09:43.783783784,"Author10, A.; Researcher5, B.",Lancet,PMC,pdf_549.json,pmc_549.json
CORD-000550,COVID-19 Research Paper 551: A Study on Transmission Patterns,,2021-08-25 20:28:06.486486488,"Author1, A.; Researcher1, B.",Nature,bioRxiv,pdf_550.json,
CORD-000551,COVID-19 Research Paper 552: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 552. We analyzed data from multiple sources and found significant correlations.,2021-08-26 22:46:29.189189192,"Author2, A.; Researcher2, B.",Science,PubMed,pdf_551.json,
CORD-000552,COVID-19 Research Paper 553: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 553. We analyzed data from multiple sources and found significant correlations.,2021-08-28 01:04:51.891891896,"Author3, A.; Researcher3, B.",BMJ,PMC,pdf_552.json,pmc_552.json
CORD-000553,COVID-19 Research Paper 554: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 554. We analyzed data from multiple sources and found significant correlations.,2021-08-29 03:23:14.594594592,"Author4, A.; Researcher4, B.",Science,PMC,pdf_553.json,
CORD-000554,COVID-19 Research Paper 555: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 555. We analyzed data from multiple sources and found significant correlations.,2021-08-30 05:41:37.297297296,,Science,PubMed,pdf_554.json,
CORD-000555,COVID-19 Research Paper 556: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 556. We analyzed data from multiple sources and found significant correlations.,2021-08-31 08:00:00.000000000,"Author6, A.; Researcher1, B.",Science,PubMed,pdf_555.json,pmc_555.json
CORD-000556,COVID-19 Research Paper 557: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 557. We analyzed data from multiple sources and found significant correlations.,2021-09-01 10:18:22.702702704,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_556.json,
CORD-000557,COVID-19 Research Paper 558: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 558. We analyzed data from multiple sources and found significant correlations.,2021-09-02 12:36:45.405405408,"Author8, A.; Researcher3, B.",Science,PMC,pdf_557.json,
CORD-000558,COVID-19 Research Paper 559: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 559. We analyzed data from multiple sources and found significant correlations.,2021-09-03 14:55:08.108108112,"Author9, A.; Researcher4, B.",Lancet,PMC,pdf_558.json,pmc_558.json
CORD-000559,COVID-19 Research Paper 560: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 560. We analyzed data from multiple sources and found significant correlations.,2021-09-04 17:13:30.810810808,"Author10, A.; Researcher5, B.",Nature,bioRxiv,pdf_559.json,
CORD-000560,COVID-19 Research Paper 561: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 561. We analyzed data from multiple sources and found significant correlations.,2021-09-05 19:31:53.513513512,"Author1, A.; Researcher1, B.",NEJM,arXiv,pdf_560.json,
CORD-000561,COVID-19 Research Paper 562: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 562. We analyzed data from multiple sources and found significant correlations.,2021-09-06 21:50:16.216216216,"Author2, A.; Researcher2, B.",Science,PubMed,pdf_561.json,pmc_561.json
CORD-000562,COVID-19 Research Paper 563: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 563. We analyzed data from multiple sources and found significant correlations.,2021-09-08 00:08:38.918918920,"Author3, A.; Researcher3, B.",BMJ,PMC,pdf_562.json,
CORD-000563,COVID-19 Research Paper 564: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 564. We analyzed data from multiple sources and found significant correlations.,2021-09-09 02:27:01.621621624,"Author4, A.; Researcher4, B.",Science,PMC,pdf_563.json,
CORD-000564,COVID-19 Research Paper 565: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 565. We analyzed data from multiple sources and found significant correlations.,2021-09-10 04:45:24.324324328,"Author5, A.; Researcher5, B.",BMJ,PubMed,pdf_564.json,pmc_564.json
CORD-000565,COVID-19 Research Paper 566: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 566. We analyzed data from multiple sources and found significant correlations.,2021-09-11 07:03:47.027027024,"Author6, A.; Researcher1, B.",Lancet,arXiv,pdf_565.json,
CORD-000566,COVID-19 Research Paper 567: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 567. We analyzed data from multiple sources and found significant correlations.,2021-09-12 09:22:09.729729728,"Author7, A.; Researcher2, B.",BMJ,PubMed,pdf_566.json,
CORD-000567,COVID-19 Research Paper 568: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 568. We analyzed data from multiple sources and found significant correlations.,2021-09-13 11:40:32.432432432,"Author8, A.; Researcher3, B.",NEJM,arXiv,pdf_567.json,pmc_567.json
CORD-000568,COVID-19 Research Paper 569: A Study on Transmission Patterns,,2021-09-14 13:58:55.135135136,"Author9, A.; Researcher4, B.",Nature,PMC,pdf_568.json,
CORD-000569,COVID-19 Research Paper 570: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 570. We analyzed data from multiple sources and found significant correlations.,2021-09-15 16:17:17.837837840,"Author10, A.; Researcher5, B.",BMJ,arXiv,pdf_569.json,
CORD-000570,COVID-19 Research Paper 571: A Study on Transmission Patterns,,2021-09-16 18:35:40.540540544,"Author1, A.; Researcher1, B.",BMJ,bioRxiv,pdf_570.json,pmc_570.json
CORD-000571,COVID-19 Research Paper 572: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 572. We analyzed data from multiple sources and found significant correlations.,2021-09-17 20:54:03.243243240,"Author2, A.; Researcher2, B.",Nature,PMC,pdf_571.json,
CORD-000572,COVID-19 Research Paper 573: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 573. We analyzed data from multiple sources and found significant correlations.,2021-09-18 23:12:25.945945944,"Author3, A.; Researcher3, B.",NEJM,bioRxiv,pdf_572.json,
CORD-000573,COVID-19 Research Paper 574: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 574. We analyzed data from multiple sources and found significant correlations.,2021-09-20 01:30:48.648648648,"Author4, A.; Researcher4, B.",Science,PubMed,pdf_573.json,pmc_573.json
CORD-000574,COVID-19 Research Paper 575: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 575. We analyzed data from multiple sources and found significant correlations.,2021-09-21 03:49:11.351351352,"Author5, A.; Researcher5, B.",BMJ,PubMed,pdf_574.json,
CORD-000575,COVID-19 Research Paper 576: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 576. We analyzed data from multiple sources and found significant correlations.,2021-09-22 06:07:34.054054056,"Author6, A.; Researcher1, B.",Nature,PubMed,pdf_575.json,
CORD-000576,COVID-19 Research Paper 577: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 577. We analyzed data from multiple sources and found significant correlations.,2021-09-23 08:25:56.756756760,"Author7, A.; Researcher2, B.",Lancet,arXiv,pdf_576.json,pmc_576.json
CORD-000577,COVID-19 Research Paper 578: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 578. We analyzed data from multiple sources and found significant correlations.,2021-09-24 10:44:19.459459456,"Author8, A.; Researcher3, B.",Nature,PMC,pdf_577.json,
CORD-000578,COVID-19 Research Paper 579: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 579. We analyzed data from multiple sources and found significant correlations.,2021-09-25 13:02:42.162162160,"Author9, A.; Researcher4, B.",Lancet,PubMed,pdf_578.json,
CORD-000579,COVID-19 Research Paper 580: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 580. We analyzed data from multiple sources and found significant correlations.,2021-09-26 15:21:04.864864864,"Author10, A.; Researcher5, B.",NEJM,PubMed,pdf_579.json,pmc_579.json
CORD-000580,COVID-19 Research Paper 581: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 581. We analyzed data from multiple sources and found significant correlations.,2021-09-27 17:39:27.567567568,"Author1, A.; Researcher1, B.",Science,PMC,pdf_580.json,
CORD-000581,COVID-19 Research Paper 582: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 582. We analyzed data from multiple sources and found significant correlations.,2021-09-28 19:57:50.270270272,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_581.json,
CORD-000582,COVID-19 Research Paper 583: A Study on Transmission Patterns,,2021-09-29 22:16:12.972972976,"Author3, A.; Researcher3, B.",JAMA,bioRxiv,pdf_582.json,pmc_582.json
CORD-000583,COVID-19 Research Paper 584: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 584. We analyzed data from multiple sources and found significant correlations.,2021-10-01 00:34:35.675675672,"Author4, A.; Researcher4, B.",BMJ,PMC,pdf_583.json,
CORD-000584,COVID-19 Research Paper 585: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 585. We analyzed data from multiple sources and found significant correlations.,2021-10-02 02:52:58.378378376,"Author5, A.; Researcher5, B.",NEJM,PMC,pdf_584.json,
CORD-000585,COVID-19 Research Paper 586: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 586. We analyzed data from multiple sources and found significant correlations.,2021-10-03 05:11:21.081081080,"Author6, A.; Researcher1, B.",Nature,PMC,pdf_585.json,pmc_585.json
CORD-000586,COVID-19 Research Paper 587: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 587. We analyzed data from multiple sources and found significant correlations.,2021-10-04 07:29:43.783783784,"Author7, A.; Researcher2, B.",BMJ,bioRxiv,pdf_586.json,
CORD-000587,COVID-19 Research Paper 588: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 588. We analyzed data from multiple sources and found significant correlations.,2021-10-05 09:48:06.486486488,"Author8, A.; Researcher3, B.",Nature,PMC,pdf_587.json,
CORD-000588,COVID-19 Research Paper 589: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 589. We analyzed data from multiple sources and found significant correlations.,2021-10-06 12:06:29.189189192,"Author9, A.; Researcher4, B.",Lancet,bioRxiv,pdf_588.json,pmc_588.json
CORD-000589,COVID-19 Research Paper 590: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 590. We analyzed data from multiple sources and found significant correlations.,2021-10-07 14:24:51.891891896,"Author10, A.; Researcher5, B.",Nature,PMC,pdf_589.json,
CORD-000590,COVID-19 Research Paper 591: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 591. We analyzed data from multiple sources and found significant correlations.,2021-10-08 16:43:14.594594592,"Author1, A.; Researcher1, B.",JAMA,arXiv,pdf_590.json,
CORD-000591,COVID-19 Research Paper 592: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 592. We analyzed data from multiple sources and found significant correlations.,2021-10-09 19:01:37.297297296,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_591.json,pmc_591.json
CORD-000592,COVID-19 Research Paper 593: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 593. We analyzed data from multiple sources and found significant correlations.,2021-10-10 21:20:00.000000000,"Author3, A.; Researcher3, B.",Nature,arXiv,pdf_592.json,
CORD-000593,COVID-19 Research Paper 594: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 594. We analyzed data from multiple sources and found significant correlations.,2021-10-11 23:38:22.702702704,"Author4, A.; Researcher4, B.",JAMA,PubMed,pdf_593.json,
CORD-000594,COVID-19 Research Paper 595: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 595. We analyzed data from multiple sources and found significant correlations.,2021-10-13 01:56:45.405405408,"Author5, A.; Researcher5, B.",NEJM,bioRxiv,pdf_594.json,pmc_594.json
CORD-000595,COVID-19 Research Paper 596: A Study on Transmission Patterns,,2021-10-14 04:15:08.108108112,"Author6, A.; Researcher1, B.",Nature,arXiv,pdf_595.json,
CORD-000596,COVID-19 Research Paper 597: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 597. We analyzed data from multiple sources and found significant correlations.,2021-10-15 06:33:30.810810808,"Author7, A.; Researcher2, B.",JAMA,PMC,pdf_596.json,
CORD-000597,COVID-19 Research Paper 598: A Study on Transmission Patterns,,2021-10-16 08:51:53.513513512,"Author8, A.; Researcher3, B.",BMJ,PubMed,pdf_597.json,pmc_597.json
CORD-000598,COVID-19 Research Paper 599: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 599. We analyzed data from multiple sources and found significant correlations.,2021-10-17 11:10:16.216216216,"Author9, A.; Researcher4, B.",Lancet,PubMed,pdf_598.json,
CORD-000599,COVID-19 Research Paper 600: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 600. We analyzed data from multiple sources and found significant correlations.,2021-10-18 13:28:38.918918920,"Author10, A.; Researcher5, B.",Lancet,arXiv,pdf_599.json,
CORD-000600,COVID-19 Research Paper 601: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 601. We analyzed data from multiple sources and found significant correlations.,2021-10-19 15:47:01.621621624,"Author1, A.; Researcher1, B.",Nature,bioRxiv,pdf_600.json,pmc_600.json
CORD-000601,COVID-19 Research Paper 602: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 602. We analyzed data from multiple sources and found significant correlations.,2021-10-20 18:05:24.324324328,"Author2, A.; Researcher2, B.",NEJM,arXiv,pdf_601.json,
CORD-000602,COVID-19 Research Paper 603: A Study on Transmission Patterns,,2021-10-21 20:23:47.027027024,"Author3, A.; Researcher3, B.",NEJM,bioRxiv,pdf_602.json,
CORD-000603,COVID-19 Research Paper 604: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 604. We analyzed data from multiple sources and found significant correlations.,2021-10-22 22:42:09.729729728,"Author4, A.; Researcher4, B.",BMJ,bioRxiv,pdf_603.json,pmc_603.json
CORD-000604,COVID-19 Research Paper 605: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 605. We analyzed data from multiple sources and found significant correlations.,2021-10-24 01:00:32.432432432,"Author5, A.; Researcher5, B.",Nature,PubMed,pdf_604.json,
CORD-000605,COVID-19 Research Paper 606: A Study on Transmission Patterns,,2021-10-25 03:18:55.135135136,"Author6, A.; Researcher1, B.",Lancet,arXiv,pdf_605.json,
CORD-000606,COVID-19 Research Paper 607: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 607. We analyzed data from multiple sources and found significant correlations.,2021-10-26 05:37:17.837837840,,NEJM,arXiv,pdf_606.json,pmc_606.json
CORD-000607,COVID-19 Research Paper 608: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 608. We analyzed data from multiple sources and found significant correlations.,2021-10-27 07:55:40.540540544,"Author8, A.; Researcher3, B.",Nature,bioRxiv,pdf_607.json,
CORD-000608,COVID-19 Research Paper 609: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 609. We analyzed data from multiple sources and found significant correlations.,2021-10-28 10:14:03.243243240,,NEJM,arXiv,pdf_608.json,
CORD-000609,COVID-19 Research Paper 610: A Study on Transmission Patterns,,2021-10-29 12:32:25.945945944,"Author10, A.; Researcher5, B.",JAMA,PMC,pdf_609.json,pmc_609.json
CORD-000610,COVID-19 Research Paper 611: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 611. We analyzed data from multiple sources and found significant correlations.,2021-10-30 14:50:48.648648648,"Author1, A.; Researcher1, B.",NEJM,PMC,pdf_610.json,
CORD-000611,COVID-19 Research Paper 612: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 612. We analyzed data from multiple sources and found significant correlations.,2021-10-31 17:09:11.351351352,"Author2, A.; Researcher2, B.",Lancet,arXiv,pdf_611.json,
CORD-000612,COVID-19 Research Paper 613: A Study on Transmission Patterns,,2021-11-01 19:27:34.054054056,"Author3, A.; Researcher3, B.",Science,arXiv,pdf_612.json,pmc_612.json
CORD-000613,COVID-19 Research Paper 614: A Study on Transmission Patterns,,2021-11-02 21:45:56.756756760,"Author4, A.; Researcher4, B.",BMJ,bioRxiv,pdf_613.json,
CORD-000614,COVID-19 Research Paper 615: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 615. We analyzed data from multiple sources and found significant correlations.,2021-11-04 00:04:19.459459456,"Author5, A.; Researcher5, B.",BMJ,PMC,pdf_614.json,
CORD-000615,COVID-19 Research Paper 616: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 616. We analyzed data from multiple sources and found significant correlations.,2021-11-05 02:22:42.162162160,"Author6, A.; Researcher1, B.",Lancet,PMC,pdf_615.json,pmc_615.json
CORD-000616,COVID-19 Research Paper 617: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 617. We analyzed data from multiple sources and found significant correlations.,2021-11-06 04:41:04.864864864,"Author7, A.; Researcher2, B.",NEJM,PubMed,pdf_616.json,
CORD-000617,COVID-19 Research Paper 618: A Study on Transmission Patterns,,2021-11-07 06:59:27.567567568,"Author8, A.; Researcher3, B.",Nature,bioRxiv,pdf_617.json,
CORD-000618,COVID-19 Research Paper 619: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 619. We analyzed data from multiple sources and found significant correlations.,2021-11-08 09:17:50.270270272,"Author9, A.; Researcher4, B.",NEJM,PubMed,pdf_618.json,pmc_618.json
CORD-000619,COVID-19 Research Paper 620: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 620. We analyzed data from multiple sources and found significant correlations.,2021-11-09 11:36:12.972972976,"Author10, A.; Researcher5, B.",Lancet,PMC,pdf_619.json,
CORD-000620,COVID-19 Research Paper 621: A Study on Transmission Patterns,,2021-11-10 13:54:35.675675672,"Author1, A.; Researcher1, B.",BMJ,bioRxiv,pdf_620.json,
CORD-000621,COVID-19 Research Paper 622: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 622. We analyzed data from multiple sources and found significant correlations.,2021-11-11 16:12:58.378378376,"Author2, A.; Researcher2, B.",NEJM,arXiv,pdf_621.json,pmc_621.json
CORD-000622,COVID-19 Research Paper 623: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 623. We analyzed data from multiple sources and found significant correlations.,2021-11-12 18:31:21.081081080,"Author3, A.; Researcher3, B.",BMJ,bioRxiv,pdf_622.json,
CORD-000623,COVID-19 Research Paper 624: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 624. We analyzed data from multiple sources and found significant correlations.,2021-11-13 20:49:43.783783784,"Author4, A.; Researcher4, B.",Nature,arXiv,pdf_623.json,
CORD-000624,COVID-19 Research Paper 625: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 625. We analyzed data from multiple sources and found significant correlations.,2021-11-14 23:08:06.486486488,"Author5, A.; Researcher5, B.",BMJ,arXiv,pdf_624.json,pmc_624.json
CORD-000625,COVID-19 Research Paper 626: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 626. We analyzed data from multiple sources and found significant correlations.,2021-11-16 01:26:29.189189192,"Author6, A.; Researcher1, B.",BMJ,bioRxiv,pdf_625.json,
CORD-000626,COVID-19 Research Paper 627: A Study on Transmission Patterns,,2021-11-17 03:44:51.891891896,"Author7, A.; Researcher2, B.",Science,arXiv,pdf_626.json,
CORD-000627,COVID-19 Research Paper 628: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 628. We analyzed data from multiple sources and found significant correlations.,2021-11-18 06:03:14.594594592,"Author8, A.; Researcher3, B.",Science,PubMed,pdf_627.json,pmc_627.json
CORD-000628,COVID-19 Research Paper 629: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 629. We analyzed data from multiple sources and found significant correlations.,2021-11-19 08:21:37.297297296,"Author9, A.; Researcher4, B.",JAMA,PMC,pdf_628.json,
CORD-000629,COVID-19 Research Paper 630: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 630. We analyzed data from multiple sources and found significant correlations.,2021-11-20 10:40:00.000000000,"Author10, A.; Researcher5, B.",Science,arXiv,pdf_629.json,
CORD-000630,COVID-19 Research Paper 631: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 631. We analyzed data from multiple sources and found significant correlations.,2021-11-21 12:58:22.702702704,"Author1, A.; Researcher1, B.",BMJ,PubMed,pdf_630.json,pmc_630.json
